source,author,title,description,category1,coverage,url
Business Insider,Theron Mohamed,"America is in a 'cardboard-box recession,' demand for services is cooling, and inflation could surge again, Charles Schwab's top global strategist says",Charles Schwab's Jeffrey Kleintop touched on everything from Taylor Swift and Beyoncé to the credit crunch squeezing small businesses.,Influence,,https://www.businessinsider.com/cardboard-box-recession-services-inflation-economy-outlook-charles-schwab-kleintop-2023-10
Business Insider,Matthew Fox,"A Taylor Swift song is the best investment advice for 2024, Goldman Sachs says",This isn't the first time Taylor Swift has occupied the head space of Wall Street forecasters and economists this year.,Influence,,https://markets.businessinsider.com/news/stocks/taylor-swift-song-best-2024-investment-advice-stock-market-outlook-2023-11
Business Insider,Kai Xiang Teo,"Splurging on Taylor Swift tickets and a 'funflation' economy is hitting Best Buy's sales, says its CEO","""'Funflation,' Taylor Swift… those experiences are really where people are willing to pay,"" said Corie Barry, the CEO of electronics retailer Best Buy.",Influence,,https://www.businessinsider.com/taylor-swift-tickets-funflation-hurting-best-buy-sales-ceo-2023-10
Business Insider,Dan Latu,"A Taylor Swift Airbnb is a bachelorette dream home where megafans can bask in her ""Eras"" for up to $1,400 a night","You can rent this Taylor Swift Airbnb in Scottsdale, Arizona. Each room is devoted to a different era, from ""Reputation"" to ""Lover"" to ""Folklore.""",Influence,,https://www.businessinsider.com/taylor-swift-airbnb-eras-1989-lover-reputation-folklore-evermore-2023-11
Business Insider,Dan DeFrancesco,The boomer market boon,Baby Boomers are dominating the economy these days. Here's how you can invest to cash-in on their spending spree.,Influence,,https://www.businessinsider.com/news-today-october-30-baby-boomer-investing-strategy-2023-10
Business Insider,Theron Mohamed,"Mark Zuckerberg's Meta has lost nearly $50 billion on the metaverse - more than Ford, Hershey, or Kraft Heinz are worth","Facebook-parent Meta has lost $47 billion in its metaverse division in under five years, a sum that's close to the market value of Chipotle or Target.",Influence,,https://markets.businessinsider.com/news/stocks/mark-zuckerberg-facebook-meta-stock-metaverse-losses-big-tech-investments-2023-10
Business Insider,Dan DeFrancesco,Goldman exec exits revealed,Insider analysis of partner exits under CEO David Solomon provides a fascinating look at the turnover at one of Wall Street's most prestigious banks.,Influence,,https://www.businessinsider.com/news-today-october-27-goldman-sachs-partners-leaving-david-solomon-2023-9
Business Insider,Diamond Naga Siu,Insider Today: Financial freedom's reality,Two people who consider themselves financially free shared a glimpse of what their lives are like — and it's actually a lot of work.,Influence,,https://www.businessinsider.com/etsy-financial-freedom-digital-goods-entrepreneur-2023-11
Business Insider,Alistair Barr,"In a world of infinite AI, the new luxury item will be humans","An explosion of commoditized machine-generated products and services will make human-centered offerings rarer, more desirable and therefore more valuable.",Influence,,https://www.businessinsider.com/ai-artificial-intelligence-new-luxury-item-will-be-humans-2023-10
Business Insider,Aki Ito,"He was working three full-time jobs at Meta, IBM, and Tinder. His bosses didn't know.","Since the start of the pandemic, more workers have seized on the privacy provided by remote work to secretly take on two or more jobs.",Influence,,https://www.businessinsider.com/overemployed-workers-secret-two-multiple-jobs-salaries-tech-tips-2023-11
Business Insider,gglover@insider.com (George Glover),"Taylor Swift gives the US economy another boost as ""The Eras Tour"" film breaks box-office records on its opening weekend","Swift's tour has given the US economy a big boost in 2023, with even the Federal Reserve noting its impact.",Influence,,https://www.businessinsider.com/taylor-swift-eras-tour-box-office-records-beyonce-barbie-oppenheimer-2023-10
Business Insider,"insider@insider.com (Juliana Kaplan,Eliza Relman)",Taylor Swift has made Kansas City her new stomping ground — and local shops say business is booming,Kansas City was ready for it: How the city's businesses are embracing the Tayvis relationship.,Influence,,https://www.businessinsider.com/taylor-swift-travis-kelce-kansas-city-missouri-business-economy-booming-2023-10
Business Insider,gglover@insider.com (George Glover),"Taylor Swift and Beyoncé won't prop up the US economy much longer, with Americans' COVID-era savings running dry",US GDP surged by 4.9% over the third quarter of 2023. But economists are warning that a tumbling savings rate is a sign the bump in growth won't last.,Influence,,https://www.businessinsider.com/taylor-swift-beyonce-wont-prop-up-us-economy-much-longer-2023-11
Business Insider,nmusumeci@insider.com (Natalie Musumeci),Far-right hosts are blaming the GOP's big election losses on Taylor Swift,Right-wing activist Jack Posobiec and commentator Charlie Kirk both blamed Taylor Swift's political power for electoral losses.,Influence,,https://www.businessinsider.com/far-right-blaming-taylor-swift-gop-election-losses-2023-11
Buzzfeed,Julia Corrigan,"16 Hilarious Fails From The Internet This Week That Will Make You Laugh So Hard You'll Be Texting This Article To Your Friends Saying ""You Have To Look At This""",I had to include the Taylor Swift pumpkin because I have been thinking about it every day.View Entire Post ›,Influence,,https://www.buzzfeed.com/juliacorrigan/internet-fails-from-this-week-10-30
Buzzfeed,Samantha Wieder,"24 Problem-Solving Products That Are So Good, You’ll Be A Mastermind Simply For Owning Them","""What if I told you I'm a mastermind and now you're mine"" —Taylor Swift, but also you to these products.View Entire Post ›",Influence,,https://www.buzzfeed.com/samanthawieder/problem-solving-so-good-mastermind-an
Buzzfeed,Samantha Wieder,41 Things That'll Make You Want To Start Writing Your Holiday Wish List Now,"A monthly book subscription, a soft serve maker, Taylor Swift-inspired embroidered sweatshirts, and more great things you'll want to add to your own holiday wish list this season.View Entire Post ›",Influence,,https://www.buzzfeed.com/samanthawieder/holiday-wish-list-ideas-now
CBC News,,Vancouver hotels rooms already sold out for Taylor Swift's 2024 concert dates,"Vancouver is expecting an economic boon from Taylor Swift's 2024 concert dates, but Swifties are already finding hotel rooms sold out.",Influence,,https://www.cbc.ca/news/canada/british-columbia/taylor-swift-vancouver-hotels-1.7017810
CBS News,Kaylyn McKenna,The best gifts for teens in 2023 from TikTok-approved products to unexpected surprises,Shop the best Christmas and Hanukkah gifts for teens in 2023.,Influence,,https://www.cbsnews.com/essentials/best-gifts-for-teen-girls/
CNN,Nicole Goodkind,Social Security gains came back to earth. What that means for the economy,Social Security benefits pump a large chunk of change into the US economy -- with about $1.4 trillion going to more than 67 million Americans last year alone.,Influence,,https://www.cnn.com/2023/10/16/investing/premarket-stocks-trading/index.html
CNN,Lisa Respers France,Why Ryan Reynolds won't be dressed as Deadpool this Halloween,Boooooo to not seeing our favorite stars trick or treat us by dressing as Marvel characters or Ken and Barbie.,Influence,,https://www.cnn.com/2023/10/20/entertainment/actors-halloween-costumes/index.html
Fortune,"Stan Choe, The Associated Press","Vivid Seats' 'geriatric millennial' CEO breaks down how he sees Gen Z's spending, 'FOMO-esque' events and his urge to see Guns 'N Roses","""We are now past any point of potential pent-up demand release,"" Stan Chia says. ""What we’re really into is secular trends of the industry.""",Influence,,https://fortune.com/2023/10/16/gen-z-spending-habits-vivid-seats-geriatric-millennial-ceo-stan-chia/
Fortune,Paige Hagy,A 35-year-old ‘huge Swiftie’ beat out a White House reporter and a legion of bloggers to get the most coveted job in journalism,"It’s “no different than being a sports journalist who’s a fan of the home team,” said Bryan West, the new Taylor Swift reporter for USA Today.",Influence,,https://fortune.com/2023/11/07/gannett-usa-today-taylor-swift-report-bryan-west/
Fortune,Will Daniel,"Joe Biden is taking a victory lap after the latest blowout GDP report and says the much-feared recession is canceled, but Wall Street is dubious","The Biden Administration celebrated the surge in U.S. GDP growth Thursday, but economists and analysts warn it could be the last hurrah for an ailing economy.",Influence,,https://fortune.com/2023/10/26/gdp-report-analysis-interest-rates-inflation-federal-reserve/
Fox News,Sydney Borchers,Couple's viral 'Taylor Swift Jar' has wife paying a quarter whenever she mentions the star,"A Maryland realtor and her husband went viral after a ""Taylor Swift Jar"" was made. If someone mentions Swift or Travis Kelce, a quarter is required to be added to the jar.",Influence,,https://www.foxnews.com/lifestyle/couples-viral-taylor-swift-jar-wife-paying-quarter-whenever-mentions-star
Fox News,Sydney Borchers,Young Taylor Swift fans go viral for struggling to open the star's CD: 'Making me laugh',"Three Taylor Swift fans, ages 11 and 12, go viral after a video of their struggles to open a CD grab over 2.7 million views — and even Swift herself responded.",Influence,,https://www.foxnews.com/lifestyle/young-taylor-swift-fans-go-viral-struggling-open-stars-cd-making-me-laugh
Fox News,Nicole Pelletiere,Mom's creepy-cool Taylor Swift Halloween display goes viral on TikTok,"A Wisconsin mom has gone viral after she shared her creative Taylor Swift Eras Tour Halloween decor with fellow ""Swifties"" on TikTok, reaching millions of people.",Influence,,https://www.foxnews.com/lifestyle/moms-creepy-cool-taylor-swift-halloween-display-goes-viral-tiktok
Fox News,Associated Press,US professors use pop culture icons like Taylor Swift and Rick Ross to make law school more engaging,Law professors across the U.S. are incorporating pop culture icons like Taylor Swift and Rick Ross into their courses in an effort to engage students.,Influence,,https://www.foxnews.com/entertainment/us-professors-use-pop-culture-icons-taylor-swift-rick-ross-make-law-school-engaging
Fox News,Brittany Kasko,"Taylor Swift, Travis Kelce Halloween costume wins friends a top prize: See their rendition of the stars",Florida friends dressed up as Taylor Swift and Travis Kelce for a Halloween costume contest and took home the grand prize. See the pair mimick the iconic duo!,Influence,,https://www.foxnews.com/lifestyle/taylor-swift-travis-kelce-halloween-costume-wins-friends-the-top-prize-see-their-rendition-of-the-stars
Fox News,Anders Hagstrom,"NJ Gov Phil Murphy used thousands in taxpayer funds to party at Taylor Swift concert, stadium events: report","New Jersey Gov. Phil Murphy reportedly spent nearly $12,000 in taxpayer funds at MetLife stadium since 2018, including at a Taylor Swift concert.",Influence,,https://www.foxnews.com/politics/new-jersey-gov-phil-murphy-used-12k-taxpayer-funds-party-taylor-swift-concert-stadium-events
Fox Sports,,2023 NFL Odds: Taylor Swift's presence in Germany could affect betting market,You guessed it: Taylor Swift is now affecting the betting market. And whether or not she makes it to Germany for Sunday's game could affect Travis Kelce player props.,Influence,,https://www.foxsports.com/stories/nfl/2023-nfl-odds-taylor-swifts-presence-in-germany-could-affect-betting-market
NBC News,Elizabeth Robinson,Key election takeaways and Swifties skeptical of new correspondent: Morning Rundown,"Election results, third GOP debate, Vivek Ramaswamy, Ron DeSantis, Nikki Haley, Taylor Swift, Paul Kessler, Euclid telescope images, Patrick Dempsey, Sexiest Man Alive",Influence,,https://www.nbcnews.com/news/morning-rundown-november-8-rcna124135
NBC News,Kalhan Rosenblatt,He landed a job covering Taylor Swift. Now the internet can’t stop analyzing why.,Journalist Bryan West is garnering scrutiny online from Swifties after landing the buzzy Gannett Taylor Swift beat reporter job.,Influence,,https://www.nbcnews.com/pop-culture/taylor-swift-reporter-online-discourse-rcna124083
NBC News,Variety,USA Today hires a Taylor Swift reporter. Who is he?,"Gannett, the biggest newspaper chain in the U.S., no longer has a blank space under the title of “Taylor Swift reporter.”",Influence,,https://www.nbcnews.com/pop-culture/pop-culture-news/usa-today-hires-taylor-swift-reporter-rcna123987
NBC News,"Rachel Abrahamson, TODAY and Sarah Lemire, TODAY and Elena Nicolaou, TODAY",'TODAY' hosts dress up as music icons for Halloween. See who was Taylor Swift.,"Savannah Guthrie joined her ""TODAY"" co-hosts in celebrating music icons on Halloween, dressed as one of her favorite singers, Taylor Swift.",Influence,,https://www.nbcnews.com/news/us-news/savannah-guthrie-taylor-swift-halloween-see-joined-stage-rcna122976
Newsweek,Ryan Smith,Israel Asks Taylor Swift for Help,"While pop star Swift has not yet publicly weighed in on the Israeli-Palestinian conflict, she has been asked by officials for help.",Influence,,https://www.newsweek.com/israel-asks-taylor-swift-help-roni-eshel-hamas-missing-person-1841408
Newsweek,Thomas Westerholm,Travis Kelce's Stylist Responds to Taylor Swift Wardrobe Conspiracies,The Kansas City Chiefs star has worn clothes that look like Easter Eggs for Swift's fans. Were the nods to Swift's work intentional?,Influence,,https://www.newsweek.com/travis-kelce-stylist-responds-taylor-swift-wardrobe-conspiracies-1840354
Newsweek,Jack Beresford,House's Taylor Swift and Travis Kelce-Inspired Halloween Display Goes Viral,"One TikTok user wrote it was the ""best Halloween house ever,"" in response to the display featuring the celebrity couple.",Influence,,https://www.newsweek.com/taylor-swift-travis-kelce-halloween-display-video-1837395
Newsweek,Jack Beresford,Cat's Hilarious Reaction to Owner Singing Taylor Swift Song—'Airplane Mode',"""As soon as the music begins, she runs down the stairs and just stares at me,"" Zelda's owner told Newsweek.",Influence,,https://www.newsweek.com/cat-hilarious-reaction-owner-singing-taylor-swift-song-airplane-mode-1841192
Newsweek,Billie Schwab Dunn,Taylor Swift Asks Fans to Stop Doing One Thing at Her Concerts,"""This is how you communicate to your fans. Such a class act,"" one X user wrote after a video of Swift's comment went viral.",Influence,,https://www.newsweek.com/taylor-swift-reveals-fan-behavior-that-freaks-her-out-1843154
Newsweek,Thomas Westerholm,Josh Dobbs Replaces Taylor Swift as Header for Official NFL X Account,"After joining the Minnesota Vikings in the wake of Kirk Cousins' injury, Dobbs is one of the most feel-good stories in the NFL.",Influence,,https://www.newsweek.com/nfl-official-x-account-switches-header-taylor-swift-josh-dobbs-1843115
Newsweek,Thomas Westerholm,Who Is Chargers Superfan Merianne Do? 5 Things We Know After She Went Viral,Los Angeles Chargers fan Merianne Do went viral when the Chargers played the Dallas Cowboys for her wild celebrations. What do we know about her?,Influence,,https://www.newsweek.com/who-chargers-superfan-merianne-do-5-things-we-know-after-she-went-viral-1838776
Newsweek,Omar Mohammed,Americans Are Earning More Even as They Complain About the Economy,"Wages are rising, but Americans still feel the economy is headed in the wrong direction.",Influence,,https://www.newsweek.com/americans-earning-more-complaining-about-economy-1839562
Newsweek,Sean O'Driscoll,Donald Trump's January 6 Choir Comes Back To Haunt Him,Special prosecutor Jack Smith says that Trump's use of recordings of the choir at campaign rallies shows that he is glorifying the Capitol riot.,Influence,,https://www.newsweek.com/donald-trump-january-6-choir-jack-smith-indictment-1841822
Newsweek,Omar Mohammed,Biden Gets Bad Economic News as Polls Spell Disaster,Consumers expect inflation to be high in 2024 just as President Joe Biden will be seeking re-election.,Influence,,https://www.newsweek.com/biden-gets-bad-economic-news-polls-spell-disaster-1842800
Newsweek,Dorie Clark,Here's the Real Threat from AI Right Now (Just Ask My Son),A content farm used AI to write the author's biography. Most of it was wrong.,Influence,,https://www.newsweek.com/2023/11/24/heres-real-threat-ai-right-now-just-ask-my-son-1843729.html
Newsweek,Ryan Smith,Kellyanne Conway's Daughter Slams Governments Over Israel-Hamas War,"""My heart is shattered after seeing what has happened in the last 30 hours in Gaza and in Israel,"" Claudia Conway said.",Influence,,https://www.newsweek.com/kellyanne-conway-daughter-claudia-slams-governments-israel-hamas-war-1836011
The Washington Post,Fritz Hahn,"The best Halloween events in D.C. for families, kids and adults","From costume parades to film screenings to pumpkin carving contests, Halloween brings fun for all ages. Here’s what you should do in D.C. over Halloween weekend.",Influence,,https://www.washingtonpost.com/dc-md-va/2023/10/25/best-halloween-events-dc-kids-adults/
Time,TIME Staff,The Families of Israelis Held Hostage by Hamas Speak Out,"The families of those held by Hamas in Gaza tell of trauma, fear, and the search for hope.",Influence,,https://time.com/6324741/israel-hostages/
Time,Cady Lang,The Hottest Costume This Halloween? The All-American Couple,What this year's most popular Halloween costumes say about our current attitudes,Influence,,https://time.com/6328337/halloween-costume-barbie-ken-taylor-swift-travis-kelce/
USA Today,Charles Curtis,Taylor Swift fan on TikTok wildly breaks down her and Travis Kelce's day-by-day schedule for the rest of 2023,This is some amazing stuff from a Taylor Swift fan.,Influence,,https://ftw.usatoday.com/2023/11/taylor-swift-travis-kelce-schedule-tiktok-video
USA Today,Charles Curtis,Taylor Swift fans aren't going to be happy with Terry Bradshaw's Eras Tour lip sync theory,Taylor Swift fans might have some beef with Terry Bradshaw over this one.,Influence,,https://ftw.usatoday.com/2023/10/taylor-swift-terry-bradshaw-lip-sync-the-herd-video
USA Today,Mary Clarke,Connor Hellebuyck and his wife debut first of many Travis Kelce and Taylor Swift Halloween costumes this season,The Taylor Swift and Travis Kelce Halloween costumes are beginning to roll in.,Influence,,https://ftw.usatoday.com/2023/10/connor-hellebuyck-wife-travis-kelce-taylor-swift-halloween-costume
USA Today,Caroline Darney,Olive Garden chimes in on an old Travis Kelce tweet with a fun Taylor Swift lyric change,Let's head down to the ole Garden and get some breadsticks and listen to Taylor Swift.,Influence,,https://ftw.usatoday.com/2023/11/olive-garden-travis-kelce-tweet-taylor-swift
USA Today,Mary Clarke,Travis Kelce really appreciated everyone dressing up as him and Taylor Swift on Halloween,All the Travis Kelce and Taylor Swift Halloween costumes were approved by the man himself!,Influence,,https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swift-halloween-costumes-new-heights-podcast
USA Today,Meghan L. Hall,Jaylen Waddle on Taylor Swift possibly showing up to Chiefs game in Germany: 'I'm a Swiftie',Raise your hand if you had Jaylen Waddle as a Taylor Swift fan on your Bingo Card.,Influence,,https://ftw.usatoday.com/2023/11/taylor-swift-germany-chiefs-dolphins-jaylen-waddle-reaction-video
USA Today,Caroline Darney,"Taylor Swift fans are convinced 1989 (Taylor’s Version) could be a double album, and they might be right",Are the Swifties on to something here?,Influence,,https://ftw.usatoday.com/lists/taylor-swift-1989-taylors-version-double-album-theory
USA Today,Caroline Darney,"6 signs Taylor Swift's Reputation (Taylor’s Version) could be dropping soon, according to fans",Could there be any truth to these fan theories about Swift's latest re-release?,Influence,,https://ftw.usatoday.com/lists/reputation-taylors-version-theories-taylor-swift-10-november-glitch
USA Today,Meghan L. Hall,Taylor Swift fans want to know why Travis Kelce isn't in the Chiefs' latest TikTok,AN INVESTIGATION: The Chiefs are playing checkers while the Swifties are playing chess.,Influence,,https://ftw.usatoday.com/2023/11/taylor-swift-travis-kelce-kansas-city-chiefs-tiktok-video-reaction
USA Today,Meghan L. Hall,Jack Black shamelessly belting out Taylor Swift lyrics in his underwear is glorious,Jack Black is a legend for this.,Influence,,https://ftw.usatoday.com/2023/10/taylor-swift-jack-black-sag-aftra-anti-hero-video
USA Today,Caroline Darney,NC State football perfectly invoked Taylor Swift for Payton Wilson's postseason awards campaign,This is a winning combo.,Influence,,https://ftw.usatoday.com/2023/11/nc-state-football-payton-wilson-taylor-swift-postseason-awards
USA Today,Cory Woodroof,Oklahoma State trolled Oklahoma with perfect Taylor Swift song after winning last Bedlam rivalry game,Oklahoma State is never ever getting back together with Oklahoma after winning the last Bedlam game.,Influence,,https://ftw.usatoday.com/2023/11/oklahoma-state-oklahoma-trolling-bedlam-rivalry-game-taylor-swift-song-college-football
USA Today,Charles Curtis,10 Taylor Swift and Travis Kelce Halloween costumes worn by everyone from kids to athletes,You knew this was going to be the 2023 Halloween couples costume.,Influence,,https://ftw.usatoday.com/lists/taylor-swift-travis-kelce-halloween-costumes-2023-tiktok
USA Today,Charles Curtis,Taylor Swift's new Eras Tour pink outfits had everyone making Barbie (Taylor's Version) jokes,A changed look for Taylor Swift's latest Eras Tour stop in Buenos Aires.,Influence,,https://ftw.usatoday.com/2023/11/taylor-swift-outfit-eras-tour-pink-jacket-barbie-meme
USA Today,Meghan L. Hall,"16 best celebrity costumes for Halloween 2023, including Paris Hilton as Britney Spears","Not to be dramatic, but some of these are truly iconic.",Influence,,https://ftw.usatoday.com/lists/celebrity-halloween-costumes-2023
USA Today,Andrew Joseph,Mike McDaniel hilariously could not accept that kids were dressing up as him for Halloween,Easily the funniest coach in the NFL.,Influence,,https://ftw.usatoday.com/lists/dolphins-coach-mike-mcdaniel-halloween-costume-reaction-video
USA Today,"Alex McDaniel, FTW Staff",10 outrageous Dolly Parton covers that don't exist but definitely should exist,There's nothing Dolly can't do.,Influence,,https://ftw.usatoday.com/lists/dolly-parton-covers-songs-that-should-exist
